,heading,rating,location,img_url,text,rating_unknown,cleaned_text
928,Ben Dinh Tunnels,3.7,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/37_big_20180920140612.jpg,"a popular section of the larger cu chi tunnels, ben dinh tunnels are a historical attraction located at the outskirts of ho chi minh city. these were used extensively by the vietnamese congress during the tet offensive of 1968. replica bobby traps, barracks and sleeping quarters give you a taste of what life was back in the days of the war.",0,popular section larger cu chi tunnels ben dinh tunnels historical attraction located outskirts ho chi minh city used extensively vietnamese congress tet offensive 1968 replica bobby traps barracks sleeping quarters give taste life back days war
929,San Art,4.3,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123434.jpg,"san art is a non-profit contemporary arts organization in ho chi minh city. comprising of a gallery and an open-source reading room, it aims to provide a platform to exhibit art and spread awareness about it. workshops, lectures and residency programs are also held for budding artists, and there is a range of textual material on contemporary art available for reading. a must-visit for art lovers.",0,san art non profit contemporary arts organization ho chi minh city comprising gallery open source reading room aims provide platform exhibit art spread awareness it workshops lectures residency programs also held budding artists range textual material contemporary art available reading must visit art lovers
930,"Ho Chi Minh Museum, Ho Chi Minh City",4.2,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/1182016104919_2562757abf5bf8ba6b5.83372745_ben_nha_rong_02_20190108172633.png,"the ho chi minh museum is documents ho chi minh's life through mementos, photographs, and official letters, providing a glimpse into the fascinating life of the founder of modern vietnam.",0,ho chi minh museum documents ho chi minh s life mementos photographs official letters providing glimpse fascinating life founder modern vietnam
931,Artinus 3D Art Museum,3.3,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/attr_123480_20201021151947.jpg,"artinus 3d art museum is an interactive 3d art gallery located in district 7 in ho chi minh city. making use of light effects and painting techniques, the artworks create an optical illusion that allow you to step inside a cave, dangle on a bridge above the sea or even fight a t-rex while you're there.",0,artinus 3d art museum interactive 3d art gallery located district 7 ho chi minh city making use light effects painting techniques artworks create optical illusion allow step inside cave dangle bridge sea even fight t rex there
932,Binh Quoi Village,3.3,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/attr_123486_20181214164431.jpg,"bin quoi village is a welcome break from the dust and crowd of the concrete jungle that ho chi minh city is. the village attracts hordes of tourists with its spacious rural setting, tropical foliage, clear blue lakes and thatched roofs. reminiscent of the mekong delta, people here are encouraged to try fishing, boating, folk games and the outdoor buffet that serves southern delicacies.",0,bin quoi village welcome break dust crowd concrete jungle ho chi minh city is village attracts hordes tourists spacious rural setting tropical foliage clear blue lakes thatched roofs reminiscent mekong delta people encouraged try fishing boating folk games outdoor buffet serves southern delicacies
933,Quan Am Pagoda,3.7,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/attr_123464_20190218164330jpg,"quan am pagoda is a beautiful 19th-century buddhist temple dedicated to quan am, the goddess of mercy and compassion. situated in cholon in district 5, the temple complex is divided into three areas, with altars dedicated to sea goddess mazu, the jade emperor and quan am. a courtyard with a small pond leads into the temple, where colourful motifs and sculptures welcome visitors.",0,quan pagoda beautiful 19th century buddhist temple dedicated quan am goddess mercy compassion situated cholon district 5 temple complex divided three areas altars dedicated sea goddess mazu jade emperor quan am courtyard small pond leads temple colourful motifs sculptures welcome visitors
934,Vinh Nghiem Pagoda,3.1,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/attr_123503_20181219020434.jpg,"located in district 3 of ho chi minh city, vinh nghiem pagoda is the largest mahayana pagoda in the city and the first one to incorporate traditional vietnamese elements in a concrete structure. the temple is dedicated to gautama buddha and two bodhisattvas, and features a large buddha statue surrounded by wooden carvings of the sacred animals - dragon, unicorn, tortoise and phoenix.",0,located district 3 ho chi minh city vinh nghiem pagoda largest mahayana pagoda city first one incorporate traditional vietnamese elements concrete structure temple dedicated gautama buddha two bodhisattvas features large buddha statue surrounded wooden carvings sacred animals dragon unicorn tortoise phoenix
935,Suoi Tien Theme Park,3.3,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123485.jpg,"suoi tien theme park can be described as the disneyland of vietnam. located in district 9, the amusement park features the usual rides, restaurants, and experience zones, but with a buddhist touch. the decor consists of dragons, buddha, and vietnamese gods. one house of horror takes you through the various levels of buddhist hell, while a waterslide emerges from the beards of buddhist sages.",0,suoi tien theme park described disneyland vietnam located district 9 amusement park features usual rides restaurants experience zones buddhist touch decor consists dragons buddha vietnamese gods one house horror takes various levels buddhist hell waterslide emerges beards buddhist sages
936,Dam Sen Water Park,3.6,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123468.jpg,"dam sen water park in district 11 offers a refreshing and fun break from scorching summers of vietnam. with a wide array of water slides and a wave pool, this water park is truly an oasis in this vast city spread over three hectares with enthralling rides such as wandering river, massage pool, aqua dance, wave pool and many more. so, while in the city, head out to the dam sen water park for a recreational break from the usual monotony of life.",0,dam sen water park district 11 offers refreshing fun break scorching summers vietnam with wide array water slides wave pool water park truly oasis vast city spread three hectares enthralling rides wandering river massage pool aqua dance wave pool many more so city head dam sen water park recreational break usual monotony life
937,Saigon Central Mosque,3.3,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123494.jpg,"saigon mosque is a beuatiful and serene place of worship in district 1 of ho chi minh city. built by indian muslims in 1935, the mosque features well-maintained white and lime green walls and a shaded veranda. surrounded by four minarets, there are several halal stalls close to the mosque that sell tid-bits to devotees.",0,saigon mosque beuatiful serene place worship district 1 ho chi minh city built indian muslims 1935 mosque features well maintained white lime green walls shaded veranda surrounded four minarets several halal stalls close mosque sell tid bits devotees
938,Saigon Centre,3.9,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/attr_123450_20201021152529.jpg,"saigon centre is an upscale shopping mall in le loi boulevard, district 1. one of the tallest buildings in the city, it's known for its array of international brands and f&b tenants.  japanese retail chain takashimaya has a huge departmental store in the mall.",0,saigon centre upscale shopping mall le loi boulevard district 1 one tallest buildings city known array international brands f b tenants japanese retail chain takashimaya huge departmental store mall
939,Book Street - Nguyen Van Binh,3.7,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/NVB_20180920140133.jpg,"a paradise for book lovers, nguyen van binh or book street is a 100m stretch of book shops, kiosks, stalls and cafes that are perfect for a literary getaway. shady trees line the street where many publishing houses seek to promote their books. fiction, non-fiction, travelogues, children's literature - all genres can be found here. some of the shops even sell postcards and second-hand books at throwaway prices.",0,paradise book lovers nguyen van binh book street 100m stretch book shops kiosks stalls cafes perfect literary getaway shady trees line street many publishing houses seek promote books fiction non fiction travelogues children s literature genres found here shops even sell postcards second hand books throwaway prices
940,Phung Son Pagoda,3.3,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/attr_123483_20201021152619.jpg,"phung son pagoda is a gorgeous 19th century buddhist temple in ho chi minh. the temple features over 40 exquisite ceramic and copper statues, and devotees come here to pray daily.  moreover, the area surrounding the temple was excavated to reveal structures belonging to the funan period of 1st century ad.",0,phung son pagoda gorgeous 19th century buddhist temple ho chi minh temple features 40 exquisite ceramic copper statues devotees come pray daily moreover area surrounding temple excavated reveal structures belonging funan period 1st century ad
941,District 7,4.3,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123433.jpg,"district 7 is an urban and modern district in ho chi minh city. the district offers luxurious accommodation and lots of places to chill out at, such as the beautiful crescent lake and the adjoining starlight bridge. other hotspots to visit are crescent mall with its international brands,artinus 3d museum for some mind-boggling illusions and any of the numerous karaoke clubs for the music lovers.",0,district 7 urban modern district ho chi minh city district offers luxurious accommodation lots places chill at beautiful crescent lake adjoining starlight bridge hotspots visit crescent mall international brands artinus 3d museum mind boggling illusions numerous karaoke clubs music lovers
942,Pho Binh,4.0,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/18b9bb72566d46bdd3e9d27361d7a2e3_20190108164821.jpg,"this unassuming restaurant that serves bowl after bowl of delicious soup hides a rich historical legacy, pho binh - which ironically enough means peace noodles - was the secret headquarters for the vietnamese communists while they were planning the tet offensive in 1968. upstairs are a series of photographs that provide a glimpse into the the restaurant's involvement in the nation-building.",0,unassuming restaurant serves bowl bowl delicious soup hides rich historical legacy pho binh ironically enough means peace noodles secret headquarters vietnamese communists planning tet offensive 1968 upstairs series photographs provide glimpse restaurant s involvement nation building
943,Ho Chi Minh Square,3.9,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123447.jpg,"a lovely open space marked by benches, well-trimmed hedges, and a noteworthy statue at the centre, the historic ho chi minh square is an important area of public assembly in the city. being in a busy district full of shopping malls, temples, and noteworthy sites from vietnam’s history, this square offers a small space of silence and tranquillity. located right in the middle of district 1, ho chi minh square is a scenic attraction ideal for unwinding after a long day. a statue of the namesake president sits at the centre, surrounded by greenery and a couple of pretty benches. in the evenings, the place comes alive with soft lights and musicians.",0,lovely open space marked benches well trimmed hedges noteworthy statue centre historic ho chi minh square important area public assembly city being busy district full shopping malls temples noteworthy sites vietnams history square offers small space silence tranquillity located right middle district 1 ho chi minh square scenic attraction ideal unwinding long day statue namesake president sits centre surrounded greenery couple pretty benches evenings place comes alive soft lights musicians
944,The Factory,4.0,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123441.jpg,"the factory is a contemporary art space located in district 2 of ho chi minh. the arts center exhibits upcoming local artists while providing them with visibility and support. a trendy cafe and bar accompany the gallery, and the centre is one of the best places to get a taste of the vietnamese art scene.",0,factory contemporary art space located district 2 ho chi minh arts center exhibits upcoming local artists providing visibility support trendy cafe bar accompany gallery centre one best places get taste vietnamese art scene
945,Military Museum,4.0,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/38834554504_0b63fa14c0_b_20190116151138.jpg,the military museum in ho chi minh is one of the few museums whose interior exhibits are not as fascinating as the outdoor displays. the historical attraction is devoted to the 1975 spring offensive launched by president ho chi minh against south vietnam that led to its capitulation. weaponry displayed at the museum include soviet and american tanks that were actually used during the war.,0,military museum ho chi minh one museums whose interior exhibits fascinating outdoor displays historical attraction devoted 1975 spring offensive launched president ho chi minh south vietnam led capitulation weaponry displayed museum include soviet american tanks actually used war
946,Crescent Mall,4.0,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/crescent-mall-outside-night_20190323104932_20190323105027.jpg,"located in phu my hung (considered the most popular area of district 7), the crescent mall is a premier shopping centre in ho chi minh city with plenty of food, drinks, and entertainment options to keep the entire family happy. surrounded by lush greenery and water fountains, the mall features more than 40 international brand outlets such as nike, gap, marks & spencer, calvin klein and oasis. the lakeview food court on the 5th floor provides a panoramic view that must not be missed.",0,located phu hung considered popular area district 7 crescent mall premier shopping centre ho chi minh city plenty food drinks entertainment options keep entire family happy surrounded lush greenery water fountains mall features 40 international brand outlets nike gap marks spencer calvin klein oasis lakeview food court 5th floor provides panoramic view must missed
947,Phuoc An Hoi Quan Pagoda,4.0,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/attr_123445_20201021152750.jpg,"one of the most ornamental temples in cholon, phuoc an hoi quan pagoda is a beautiful shrine dedicated to chinese general quan cong. built in 1902, the temple is surrounded by abundant greenery and features exquisite wood carvings on all altars, walls and columns. a burst of colour greets you as you enter the temple while quan cong's red horse faithfully stands on one side.",0,one ornamental temples cholon phuoc hoi quan pagoda beautiful shrine dedicated chinese general quan cong built 1902 temple surrounded abundant greenery features exquisite wood carvings altars walls columns burst colour greets enter temple quan cong s red horse faithfully stands one side
948,Salon Saigon,3.9,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/SS_20190112173643.jpg,"salon saigon is a heritage and contemporary art centre located in district 3 in ho chi minh city. the centre promotes vietnamese art through exhibitions, educational programs, conferences, screening and performances. housed within a beautiful french colonial mansion, the gallery mainly focuses on drawn artworks by local and overseas artists and is a must visit for art enthusiasts.",0,salon saigon heritage contemporary art centre located district 3 ho chi minh city centre promotes vietnamese art exhibitions educational programs conferences screening performances housed within beautiful french colonial mansion gallery mainly focuses drawn artworks local overseas artists must visit art enthusiasts
949,Nguyen Hue Walking Street,3.8,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123451.jpg,"nguyen hue street is a beautiful promenade in district 1 of ho chi minh. the broad walkway is surrounded by the rex hotel and people's committee building, all examples of elegant french architecture. take a seat at a bench under one of the shady trees or walk to the other side to the saigon river for a cool breeze.",0,nguyen hue street beautiful promenade district 1 ho chi minh broad walkway surrounded rex hotel people s committee building examples elegant french architecture take seat bench one shady trees walk side saigon river cool breeze
950,Tan Dinh Church,3.8,HO-CHI-MINH-CITY,https://www.holidify.com/images/foreign/compressed/attr_123454.jpg,"tan dinh church, popularly known in the neighbourhood as 'the pink church' is one of the ancient roman catholic churches in ho chi minh city. located at the busy hai ba trung, this church would definitely catch the attention of everyone who passes by it. it portrays an astounding architecture, which makes it come under the must-visit attraction at ho chi minh city. tan dinh church is well known for its sunday mass.",0,tan dinh church popularly known neighbourhood the pink church one ancient roman catholic churches ho chi minh city located busy hai ba trung church would definitely catch attention everyone passes it it portrays astounding architecture makes come must visit attraction ho chi minh city tan dinh church well known sunday mass
951,Giac Vien Pagoda,3.7,HO-CHI-MINH-CITY,https://www.holidify.com/images/cmsuploads/compressed/ChuaGiacvien01_20180920140317.jpg,"giac vien pagoda is a beautiful buddhist temple located in district 11 in ho chi minh. established in 1850 by the monk hai tinh giac vien, the templeãs main sanctuary is in worship of buddha while a statue of the founder stands on one side. it also features 60 intricate wooden engravings and a brilliant brass incense basin adorned with dragons.",0,giac vien pagoda beautiful buddhist temple located district 11 ho chi minh established 1850 monk hai tinh giac vien temples main sanctuary worship buddha statue founder stands one side also features 60 intricate wooden engravings brilliant brass incense basin adorned dragons
952,Hoi An Old Town,4.5,HOI-AN,https://www.holidify.com/images/foreign/compressed/attr_1601.jpg,the centre of city and one of the most popular heritage sites.,0,centre city one popular heritage sites
953,An Bang Beach,4.2,HOI-AN,https://www.holidify.com/images/cmsuploads/compressed/an-bang-beach-is-simply-charming_5_20190128163402.jpg,one of the cleanest and freshest beach all over the country.,0,one cleanest freshest beach country
954,Fujian Assembly Hall,3.8,HOI-AN,https://www.holidify.com/images/cmsuploads/compressed/26937034641_2282b83fa1_b_20190128163523.jpg,a hall which was made for chinese people to socialise,0,hall made chinese people socialise
955,My Son Sanctuary,4.3,HOI-AN,https://upload.wikimedia.org/wikipedia/commons/d/d1/My_Son_BCD.JPG,a site where you can experience the ancient civilisation.,0,site experience ancient civilisation
956,Museum of Trade Ceramic,3.8,HOI-AN,https://www.holidify.com/images/foreign/compressed/attr_1604.jpg,a restored museum consisting of a wide range of ceramics.,0,restored museum consisting wide range ceramics
957,Cua Dai Beach,-1.0,HOI-AN,https://www.holidify.com/images/cmsuploads/compressed/24247178996_9992e1666b_b(1)_20190529172342.jpg,"the cua dai beach is definitely one of the most beautiful places located in the cam an ward of hoi an town. the 3 kilometer stretch of white sand along the south china sea is captivating for the tourists who spend hours watching the gently undulating waves while sprawled out on the sand. named as a unesco world heritage site of vietnam, the picturesque view and lonely stretch of sea and sand makes cua dai beach akin to a tropical paradise. the current is gentle enough to swim at any place along the beach and tourists are thrilled to find changing huts placed conveniently along the swimming areas. natural erosion has caused the sand to disappear from places along cua dai beach, leaving several pools that have added to the allure of the beach.",1,cua dai beach definitely one beautiful places located cam ward hoi town 3 kilometer stretch white sand along south china sea captivating tourists spend hours watching gently undulating waves sprawled sand named unesco world heritage site vietnam picturesque view lonely stretch sea sand makes cua dai beach akin tropical paradise current gentle enough swim place along beach tourists thrilled find changing huts placed conveniently along swimming areas natural erosion caused sand disappear places along cua dai beach leaving several pools added allure beach
958,Japanese Covered Bridge,-1.0,HOI-AN,https://www.holidify.com/images/cmsuploads/compressed/44206243732_693d13b230_k_20190723145601.jpg,"situated at the western end of tran phu street in hoi an, the japanese covered bridge is one of the three tile–covered bridges in vietnam and is the only ancient bridge in hoi an ancient town. . dating back to the 18th century ad, the iconic bridge is popular for its magnificent japanese architecture and the solid structure. the major highlight of the japanese covered bridge is the structures of two dogs and monkeys marking the birth of japanese emperors born in the month of the dog and the monkey, and the fact that the bridge was started in the year of the dog and completed in the year of the monkey.",1,situated western end tran phu street hoi an japanese covered bridge one three tilecovered bridges vietnam ancient bridge hoi ancient town dating back 18th century ad iconic bridge popular magnificent japanese architecture solid structure major highlight japanese covered bridge structures two dogs monkeys marking birth japanese emperors born month dog monkey fact bridge started year dog completed year monkey
959,Hoi An Night Market,-1.0,HOI-AN,https://www.holidify.com/images/cmsuploads/compressed/tumblr_nng4zqoFl81tkairwo1_1280-1024x682_20190726171832.jpg,"located in the centre of an hoi island, the hoi an night market is all about pretty vietnamese souvenirs, finger licking delicious local food and hundreds of stunning lanterns that illuminated the entire street, bringing it to life. occupying the 300 metres long nguyen hoang street that overlooks the thu bon river, it is one of the must-visit spots to be swept away with different smells, noises and throngs of people.",1,located centre hoi island hoi night market pretty vietnamese souvenirs finger licking delicious local food hundreds stunning lanterns illuminated entire street bringing life occupying 300 metres long nguyen hoang street overlooks thu bon river one must visit spots swept away different smells noises throngs people
960,Old Quarter Hanoi,4.5,HANOI,https://www.holidify.com/images/cmsuploads/compressed/Early-Morning-In-Hanoi-Ta-Hien-Street-3559133_20190826110357_20190826110441.jpg,"old quarter in hanoi, also known as the hoan kiem district or simply 36 streets, is one of the oldest neighbourhoods in hanoi. it is home to the most popular hotels, historical attractions, tourist street shops and cafes in hanoi. here, among the most popular things to do are sampling the delectable street food, visiting the hoan kiem lake, observing the olden architecture and shopping at the hanoi weekend night market. to fully experience the old quarter in hanoi in the best way, it is best to walk.",0,old quarter hanoi also known hoan kiem district simply 36 streets one oldest neighbourhoods hanoi home popular hotels historical attractions tourist street shops cafes hanoi here among popular things sampling delectable street food visiting hoan kiem lake observing olden architecture shopping hanoi weekend night market fully experience old quarter hanoi best way best walk
961,Hoan Kiem Lake,4.5,HANOI,https://www.holidify.com/images/cmsuploads/compressed/attr_121903_20190826171147.jpg,"hoan kiem lake is a serene spot in hanoi, ideal for unwinding after a long day. surrounding the ngoc son temple, with its iconic red bridge, it paints a pretty picture. on the northern shore is a small island where the ngoc son temple is located.",0,hoan kiem lake serene spot hanoi ideal unwinding long day surrounding ngoc son temple iconic red bridge paints pretty picture northern shore small island ngoc son temple located
962,Ho Chi Minh Mausoleum,3.8,HANOI,https://www.holidify.com/images/cmsuploads/compressed/attr_121917_20190825203435.jpg,"the ho chi minh mausoleum, located in ba dinh square, is the final resting place of the most popular leader of vietnam, ho chi minh, known to his people as uncle ho. it is also where uncle ho read the declaration of independence on september 2nd, 1945. it was opened to the public in 1975. visitors are allowed a short time to look at the casket as the line has to keep moving forward.",0,ho chi minh mausoleum located ba dinh square final resting place popular leader vietnam ho chi minh known people uncle ho also uncle ho read declaration independence september 2nd 1945 opened public 1975 visitors allowed short time look casket line keep moving forward
963,Thang Long Water Puppet Theater,4.1,HANOI,https://www.holidify.com/images/cmsuploads/compressed/attr_121911_20190830105440.jpg,the thang long water puppet theatre is the best place to witness the eponymous art form integral to the country. the vietnamese tradition of water puppetry dates back to the 11th century when the rice fields got flooded and the villagers made entertainment by standing in water with puppets.thang long water puppet theater offers the most authentic experience with a vietnamese orchestra playing traditional songs about agricultural harvests and mythical legends that are acted out by puppets in a pool of water.,0,thang long water puppet theatre best place witness eponymous art form integral country vietnamese tradition water puppetry dates back 11th century rice fields got flooded villagers made entertainment standing water puppets thang long water puppet theater offers authentic experience vietnamese orchestra playing traditional songs agricultural harvests mythical legends acted puppets pool water
964,Temple of Literature,4.7,HANOI,https://www.holidify.com/images/cmsuploads/compressed/30592252315_d65031036a_b_20190827142905_20190827142944.jpg,"the temple of literature, also known as van mieu, is an 11th-century vietnamese temple dedicated to confucius. built in 1070 by emperor ly thanh tong, the temple features picturesque pavilions, halls and statues surrounded by scenic ponds and gardens.",0,temple literature also known van mieu 11th century vietnamese temple dedicated confucius built 1070 emperor ly thanh tong temple features picturesque pavilions halls statues surrounded scenic ponds gardens
965,Hoa Lo Prison Museum,4.4,HANOI,https://www.holidify.com/images/cmsuploads/compressed/38834683154_fbb9f983c5_b_20190131185318jpg,"hoa lo museum is all that remains of the hoa lo prison, which was used to capture vietnamese and american political prisoners during the colonial period and the vietnam war respectively.  it is located in the hoan kiem area.the interrogation room, guillotine and john mccain's suit all are on display, a silent reminder of gruesome past vietnam has had to witness.",0,hoa lo museum remains hoa lo prison used capture vietnamese american political prisoners colonial period vietnam war respectively located hoan kiem area the interrogation room guillotine john mccain s suit display silent reminder gruesome past vietnam witness
966,"Ho Chi Minh Museum, Hanoi",3.8,HANOI,https://www.holidify.com/images/cmsuploads/compressed/attr_121919_20181209133435.jpg,"opened in 1990 on the anniversary of ho chi minh's birth, this soviet-style museum is a mind-blowing museum depicting vietnamese and ho chi minh's history in a rather bizzare way. you can find lack and white photos, copies of speeches, letters, a huge statue of ho chi minh himself, 1970-style art installations among many other exhibits.",0,opened 1990 anniversary ho chi minh s birth soviet style museum mind blowing museum depicting vietnamese ho chi minh s history rather bizzare way find lack white photos copies speeches letters huge statue ho chi minh himself 1970 style art installations among many exhibits
967,Bach Ma Temple,4.0,HANOI,https://www.holidify.com/images/cmsuploads/compressed/bachmatemple_20190903141322_20190903141359.jpg,"located in the centre of old quarter, bach ma temple is a beautiful 11th century buddhist temple in hanoi. it's dedicated to bach ma or 'white horse', a legendary horse that is said to have led emperor ly thai to the best area to construct a temple. a red-lacquered palanquin greets you upon entrance, along with a shrine dedicated to confucius and a phoenix altar.",0,located centre old quarter bach temple beautiful 11th century buddhist temple hanoi dedicated bach white horse legendary horse said led emperor ly thai best area construct temple red lacquered palanquin greets upon entrance along shrine dedicated confucius phoenix altar
968,Imperial Citadel of Thang Long,4.4,HANOI,https://www.holidify.com/images/cmsuploads/compressed/26246665151_5b7c2331eb_b_20180905132404.jpg,"the imperial citadel of thang long, also known as the hanoi citadel, is a unesco world heritage site, home to a number of artefacts that signify the historical and cultural importance of vietnam and its history.the site was excavated in 20014 and a number of bronze coins, ceramics, pottery, foundations of old roads, palaces, wells as old s 6th century were discovered. the citadel also served as the political centre of vietnam for 13 consecutive years.",0,imperial citadel thang long also known hanoi citadel unesco world heritage site home number artefacts signify historical cultural importance vietnam history the site excavated 20014 number bronze coins ceramics pottery foundations old roads palaces wells old 6th century discovered citadel also served political centre vietnam 13 consecutive years
969,Dong Xuan Market,3.4,HANOI,https://www.holidify.com/images/cmsuploads/compressed/Dong_Xuan_market_20181123124624.jpg,"dong xuan market is hanoi's oldest market located in the old quarter and stands tall over three storeys. a typical south-east asian market, the ground floor is reserved for selling fresh seafood, vegetables and flowers. the upper floors contain all the other items like clothes, handicrafts, handbags, souvenirs, accessories and electronics - all sold at wholesale prices.",0,dong xuan market hanoi s oldest market located old quarter stands tall three storeys typical south east asian market ground floor reserved selling fresh seafood vegetables flowers upper floors contain items like clothes handicrafts handbags souvenirs accessories electronics sold wholesale prices
970,Hanoi Opera House,4.0,HANOI,https://www.holidify.com/images/cmsuploads/compressed/800px-Hanoi_Opera_House_1_20190828111406_20190828111428.jpg,"hanoi opera house, located near the hoan kiem lake is hanoi, was built in 1911 by the french and mimics the paris opera house in its structure and interiors.with its beautiful domes, pillars and balconies, hanoi opera house is a cultural and architectural landmark of the city. it can host a 600-member audience. both western classics and vietnamese musicals are performed here by trained artists.",0,hanoi opera house located near hoan kiem lake hanoi built 1911 french mimics paris opera house structure interiors with beautiful domes pillars balconies hanoi opera house cultural architectural landmark city host 600 member audience western classics vietnamese musicals performed trained artists
971,West Lake,4.2,HANOI,https://www.holidify.com/images/cmsuploads/compressed/Along_the_circular_West_Lake_road_01_-_The_Hanoi_Club_20181128153215.jpg,"west lake, in the tay ho district, is quite simply the prettiest and largest manmade lake in hanoi. it stretches across 17km and provides a scenic getaway. one can have lunch on the floating restaurants or hire a boat simply for gliding through the calm waters. tran quoc pagoda and quan thanh temple are some of the cultural attractions located closeby.",0,west lake tay ho district quite simply prettiest largest manmade lake hanoi stretches across 17km provides scenic getaway one lunch floating restaurants hire boat simply gliding calm waters tran quoc pagoda quan thanh temple cultural attractions located closeby
972,Ba Vi National Park,3.5,HANOI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_537369721_20190829123546_20190829123613.jpg,"nestled at the centre of three mountains summits, the ba vi national park lies about 63 km away from hanoi and can be reached by public as well as private transport. so stunning is the beauty of this place that it was used as a hill station by the french. some of those resort ruins can still be seen scattered across its landscape.the park offers many hiking opportunities, especially one up the tan vien peak where tourists and pilgrims go to visit the mountain god shrine. there is also a bird and an orchid garden for visitors to see.",0,nestled centre three mountains summits ba vi national park lies 63 km away hanoi reached public well private transport stunning beauty place used hill station french resort ruins still seen scattered across landscape the park offers many hiking opportunities especially one tan vien peak tourists pilgrims go visit mountain god shrine also bird orchid garden visitors see
973,Vietnam Museum of Ethnology,4.3,HANOI,https://www.holidify.com/images/cmsuploads/compressed/Giarai_Tomb_view_1_-_Vietnam_Museum_of_Ethnology_-_Hanoi_Vietnam_-_DSC03420_20190829172203.JPG,"the vietnam museum of ethnology is a great place to explore the socio-cultural diversity of vietnam. built in 1995, the museum prides itself on housing and displaying relics of the south-east asian culture.it exhibits artefacts from the daily lives of the 54 officially recognized ethnic groups, including photographs, audiotapes, antiques and everyday objects such as baskets and knives. information regarding the rituals and ceremonies of each group are also displayed, while the outdoor area houses replicas of vietnamese homes.",0,vietnam museum ethnology great place explore socio cultural diversity vietnam built 1995 museum prides housing displaying relics south east asian culture it exhibits artefacts daily lives 54 officially recognized ethnic groups including photographs audiotapes antiques everyday objects baskets knives information regarding rituals ceremonies group also displayed outdoor area houses replicas vietnamese homes
974,St Joseph's Cathedral,4.1,HANOI,https://www.holidify.com/images/cmsuploads/compressed/23232891381_43d47602be_k_20190827105011_20190827105143.jpg,"st. joseph's cathedral lies in the old quarter of hanoi and was built in 1886 by the french colonialists.  it is a stunning 19th-century neo-gothic church. close to hoan kiem lake, the church features twin bell towers and stained windows.",0,st joseph s cathedral lies old quarter hanoi built 1886 french colonialists stunning 19th century neo gothic church close hoan kiem lake church features twin bell towers stained windows
975,Ngoc Son Temple,3.5,HANOI,https://www.holidify.com/images/cmsuploads/compressed/37609491695_29f1690453_b_20190201114710jpg,"ngoc son temple is popularly known as the pagoda of jade mountain and is located in the hoan kiem lake. it is guarded by two towering posts decorated with chinese writing.the temple was built in the 18th century in honour of general tran hung dao (defeated the mongols), la to (patron saint of physicians) and a revered intellectual van xuong.",0,ngoc son temple popularly known pagoda jade mountain located hoan kiem lake guarded two towering posts decorated chinese writing the temple built 18th century honour general tran hung dao defeated mongols la patron saint physicians revered intellectual van xuong
976,Vietnam Military History Museum,3.8,HANOI,https://www.holidify.com/images/cmsuploads/compressed/attr_121918_20190830164017.jpg,"the vietnam military history museum, also known as the army museum, houses authentic war relics, collection of weaponry used during the vietnam war, artefacts, and some detailed accounts of war soldiers.some huge war evidences and notable attractions are an mig21 jet fighter, m107 gun, a military tank and many others. the museum is a well curated and well documented one for those interested in the vietnam war.",0,vietnam military history museum also known army museum houses authentic war relics collection weaponry used vietnam war artefacts detailed accounts war soldiers some huge war evidences notable attractions mig21 jet fighter m107 gun military tank many others museum well curated well documented one interested vietnam war
